obs_id,job_type,release_time,release_time_label,fatigue_state,fatigue_description,weather,weather_description,sunny_indicator,freeway_distance_miles,coastal_distance_miles,freeway_base_minutes,coastal_base_minutes,freeway_time_minutes,coastal_time_minutes,delta_time_coastal_minus_freeway
490,software_engineering,17:00,5:00 PM,mentally_worn_down,"You feel mentally worn down after meetings and would prefer a route that feels less stressful, all else equal.",cloudy,"It is cloudy with muted evening light. The coastal route still goes through Del Mar, Solana Beach, and Cardiff, but the scenery is less salient.",0,14.0,16.0,31.0,42.0,36.25,54.83,18.58
491,software_engineering,17:15,5:15 PM,tired,"You feel tired from the workday, but you are still patient enough to make a normal route choice.",cloudy,"It is cloudy with muted evening light. The coastal route still goes through Del Mar, Solana Beach, and Cardiff, but the scenery is less salient.",0,14.0,16.0,31.0,42.0,31.24,46.99,15.75
492,software_engineering,17:00,5:00 PM,refreshed,You feel alert and have enough energy to handle either freeway driving or local coastal driving.,sunny,"It is sunny with clear evening light. The coastal route is likely to have better views, especially through Del Mar, Solana Beach, and Cardiff.",1,14.0,16.0,31.0,42.0,38.12,39.8,1.68
493,software_engineering,17:15,5:15 PM,refreshed,You feel alert and have enough energy to handle either freeway driving or local coastal driving.,sunny,"It is sunny with clear evening light. The coastal route is likely to have better views, especially through Del Mar, Solana Beach, and Cardiff.",1,14.0,16.0,31.0,42.0,18.8,43.73,24.93
494,software_engineering,17:15,5:15 PM,tired,"You feel tired from the workday, but you are still patient enough to make a normal route choice.",cloudy,"It is cloudy with muted evening light. The coastal route still goes through Del Mar, Solana Beach, and Cardiff, but the scenery is less salient.",0,14.0,16.0,31.0,42.0,32.73,32.48,-0.25
495,software_engineering,17:15,5:15 PM,refreshed,You feel alert and have enough energy to handle either freeway driving or local coastal driving.,sunny,"It is sunny with clear evening light. The coastal route is likely to have better views, especially through Del Mar, Solana Beach, and Cardiff.",1,14.0,16.0,31.0,42.0,43.18,40.91,-2.27
496,software_engineering,17:30,5:30 PM,tired,"You feel tired from the workday, but you are still patient enough to make a normal route choice.",cloudy,"It is cloudy with muted evening light. The coastal route still goes through Del Mar, Solana Beach, and Cardiff, but the scenery is less salient.",0,14.0,16.0,31.0,41.0,28.29,39.32,11.03
497,software_engineering,17:15,5:15 PM,tired,"You feel tired from the workday, but you are still patient enough to make a normal route choice.",sunny,"It is sunny with clear evening light. The coastal route is likely to have better views, especially through Del Mar, Solana Beach, and Cardiff.",1,14.0,16.0,31.0,42.0,28.89,35.71,6.82
498,software_engineering,17:45,5:45 PM,overwhelmed,You feel overwhelmed and want the drive home to require as little attention and decision-making as possible.,sunny,"It is sunny with clear evening light. The coastal route is likely to have better views, especially through Del Mar, Solana Beach, and Cardiff.",1,14.0,16.0,29.0,40.0,33.78,42.41,8.63
499,software_engineering,17:15,5:15 PM,tired,"You feel tired from the workday, but you are still patient enough to make a normal route choice.",sunny,"It is sunny with clear evening light. The coastal route is likely to have better views, especially through Del Mar, Solana Beach, and Cardiff.",1,14.0,16.0,31.0,42.0,25.17,25.89,0.72
